1.2,0,0,0.1,0.1
1.2,0,0,0.1,0.1
1.2,0,0,0.1,0.1
1.2,0,0,0.1,0.1
1.17435,0.0260211,0.0208776,0.0981978,0.0983897
1.11356,0.00339411,-0.00394946,0.0976007,0.103145
1.10906,-0.00980814,0.00958778,0.0941598,0.105564
1.08549,-0.0197526,-0.024016,0.0966715,0.101635
1.08549,-0.0197526,-0.024016,0.0966715,0.101635
1.06797,0.00717207,-0.0103201,0.0988136,0.0984526
1.06797,0.00717207,-0.0103201,0.0988136,0.0984526
1.04282,-0.0571696,0.0430923,0.0957992,0.0967678
0.992372,-0.0359295,0.0426977,0.0961405,0.0973148
0.992372,-0.0359295,0.0426977,0.0961405,0.0973148
0.992372,-0.0359295,0.0426977,0.0961405,0.0973148
0.900621,-0.0454362,0.0886908,0.0938057,0.0972437
0.900621,-0.0454362,0.0886908,0.0938057,0.0972437
0.875496,-0.0324039,0.0744071,0.0933777,0.0969505
0.875496,-0.0324039,0.0744071,0.0933777,0.0969505
0.852091,-0.0457962,0.0763824,0.0903239,0.103851
0.838945,-0.0154239,0.0866136,0.0885698,0.100388
0.816661,-0.0204981,0.103164,0.0875899,0.102464
0.776581,-0.0684854,0.0838375,0.0926406,0.107679
0.75596,-0.0767617,0.0652055,0.0944727,0.099161
0.687535,-0.0910339,0.0142012,0.0895702,0.0988895
0.683285,-0.121098,0.0425146,0.0933873,0.0972639
0.671525,-0.132719,0.0631786,0.0950096,0.0922289
0.661726,-0.125427,0.065113,0.0873573,0.0838733
0.661726,-0.125427,0.065113,0.0873573,0.0838733
0.657176,-0.13997,0.0349872,0.0819186,0.0782827
0.58123,-0.216559,0.0397035,0.080597,0.0798653
0.58123,-0.216559,0.0397035,0.080597,0.0798653
0.58123,-0.216559,0.0397035,0.080597,0.0798653
0.565679,-0.241139,0.0378874,0.075453,0.0852893
0.565679,-0.241139,0.0378874,0.075453,0.0852893
0.555288,-0.259772,0.0341395,0.0768622,0.0957337
0.535582,-0.225544,0.0494337,0.0789976,0.104075
0.488596,-0.252771,0.0398704,0.0833116,0.104104
0.488596,-0.252771,0.0398704,0.0833116,0.104104
0.449266,-0.261143,0.0605166,0.0840321,0.103871
0.398717,-0.280797,0.0536817,0.084244,0.0997492
0.373967,-0.23687,0.0716822,0.0841581,0.103212
0.373967,-0.23687,0.0716822,0.0841581,0.103212
0.341573,-0.238283,0.0535876,0.0852292,0.108202
0.341573,-0.238283,0.0535876,0.0852292,0.108202
0.2785,-0.269014,0.0995806,0.0888331,0.100361
0.246483,-0.265348,0.109218,0.0853247,0.102792
0.227891,-0.281536,0.136107,0.0877312,0.0996008
0.227891,-0.281536,0.136107,0.0877312,0.0996008
0.231449,-0.250876,0.113567,0.0819059,0.0985743
0.231449,-0.250876,0.113567,0.0819059,0.0985743
0.231449,-0.250876,0.113567,0.0819059,0.0985743
0.231449,-0.250876,0.113567,0.0819059,0.0985743
0.198348,-0.244091,0.089751,0.0816262,0.100663
0.198348,-0.244091,0.089751,0.0816262,0.100663
0.157939,-0.218971,0.0847769,0.0888961,0.095897
0.129742,-0.213521,0.0485704,0.0923058,0.0956423
0.148094,-0.218216,0.0284459,0.098694,0.105611
0.0275972,-0.21382,0.00370965,0.10569,0.105829
-0.0361016,-0.194871,0.0128722,0.111252,0.0915222
0.0571587,-0.215144,-0.0192924,0.114264,0.0963683
0.0443508,-0.164692,-0.00380476,0.123558,0.0901359
0.0443508,-0.164692,-0.00380476,0.123558,0.0901359
0.0630152,-0.192084,-0.0316037,0.123804,0.0932478
0.0955112,-0.152227,-0.012671,0.119336,0.0940278
0.0755956,-0.16887,-0.0220064,0.119101,0.0906352
0.0755956,-0.16887,-0.0220064,0.119101,0.0906352
0.0755956,-0.16887,-0.0220064,0.119101,0.0906352
0.0956708,-0.155492,-0.0817863,0.119903,0.0953612
0.0788695,-0.134616,-0.0658989,0.125366,0.0925533
0.0788695,-0.134616,-0.0658989,0.125366,0.0925533
0.0788695,-0.134616,-0.0658989,0.125366,0.0925533
0.0788695,-0.134616,-0.0658989,0.125366,0.0925533
0.0788695,-0.134616,-0.0658989,0.125366,0.0925533
0.0788695,-0.134616,-0.0658989,0.125366,0.0925533
